,댓글 작성자,댓글,좋아요 개수,하트 유/무
412,용용쓰,저때만 생각하면  지금도 답답해져서 주저리 적었습니다...ㅜㅠ,1,없음
413,하별,전문가가 아닌 우리들의 눈에도 프로와 아마추어의 대결이였음.,11,없음
414,momo,김연아선수   음악에 대한  표현력이  예술임.  러시아는  편파판정 으로  역사에  남을   수치스런   올림픽 .,0,없음
415,츕스튜디오 ChoopStudio,은이 금보다 빛난 유일한 순간이었다....ㅜㅜ,1,없음
416,Jay.J는 ESFP,세상이 1등만 기억한다는 말을 반증하는 내 지식 선에서 아는 유일한 사건,0,없음
417,김일,더러운 편파판정에도 세계가 인정하는 연느님 존경합니다.,0,없음
418,해사월,이 이후로 금메달이 더 간절한 사람에게 간 것 같다는 말씀을 남기셨죠...,0,없음
419,Harry Mione,연느 금은 당연하고 저때 카롤리나도 역대급으로 잘해서 뒤이어 은메달각이었는데 나방땜에 메달색이 바뀜.. 우리나라 못지않게 빡칠 만함,3,없음
420,금나라,4년이 지나고도 1년이 지났는데도 잊지를 못해요~,0,없음
421,Captain America,근데 저당시 김연아가 존나 먼치킨급이였음 갑자기 아무것도 없는 나라에서 어떤 얘가 최고기록 갱신하면서 다 씹어먹는거 상상도 못했지,77,없음
422,m j,갓연아 당신은 그야 말로 도둑책,1,없음
423,이준규,근데 이렇게 은메달 딴게 뭔가 더멋있는거 같음 자신이 어떤 존재인지 알려준 느낌이랄까,0,없음
424,EY,"미국인데요, 저때 미국 해설자들도 열받아했어요 진심...",0,없음
425,김윤겸,선수들의 4년간의 피와 땀의 결실이 올림픽 메달로 결정되고 가치가 매겨지는데 이렇게 도둑질 당하는건 용납못하지,0,없음
426,rak fox,힘없는 나라에서 불운의 천재들이 왜이리 많은지,0,없음
427,냥냐냐냥,"그래요, 금메달을 빼앗기긴 했지만 연아퀸은 올림픽 2연패 달성한 게 사실이죠. 너무너무 아름다웠어요!!",53,없음
428,딸기_빵토미,"김연아, 당신이 금메달입니다",0,없음
429,정영훈,연느님 생일선물로 소치 금메달과 소트니코바의 수급을 드렸으면 속이 다 후련하겠다!,2,없음
430,공미영,지금 다시 봐도 너무 짜증나요 러시아 이 미친나라 도둑질 해 가져간 우리 퀸 연아의 금메달을 얼른 내놔라 미친 심판들아!!!,1,없음
431,Max.s Jay,와..지금봐도 빡침...갓연아 당신이 챔피언이에요!!!,0,없음
432,J Y,자국 카로는 동땄는데 카로는 한마디도 안하고 은메달 딴 김연아 이야기만 할 정도로 열받은게 레전드,1,없음
433,전창일,가끔 우유마시면서 봄 이게 고구마여서,112,없음
434,SEUNG BUM WOO,그녀의 연기를 본 사람이라면 세계 그 어느 누구도 의심치 않았겠죠. 환상 그자체 어떻게 보더라도 달리 볼 수 없었는데... 그냥 분노뿐.,0,없음
435,은하곰,그저 돈으로 산 더러운 금메달을 목에건 러시아 노력과 노력으로 가장 빛나는 은메달을 목에건 퀸연아 선수~!!! 은메달에 감춰진 가장 값진 금메달입니다.,0,없음
436,정상규,아...연아.... 보고싶다...ㅠㅠ,0,없음
437,피터,로씨아는 언제나 140프로 옳은 국가임,0,없음
438,뭐,아 깜짝이야 연느님이 은메달인거에 분노한게아니라 금메달이 아닌거에 분노하는거였서ㅓ.....,0,없음
439,BH LEE,퀸연아는 이 개같은 상황 속에서도 우아함을 잃지 않았음~ 괜히 여왕님이 아님,59,없음
440,고완,내 생전에 피겨에서 몇 년 간 정점 찍은 걸 볼 수 있어서 좋았습니다,0,없음
441,최지훈,ㅋㅋㅋ참나 그래 금메달가져가라 연아가 여왕이라는건 변치않으니,14,없음
442,WOO,아직도 저때만 생각하면 피가 거꾸로 솟는다,0,없음
443,핌구,유느 치느 연느... 그저 우리나라의 빛이다,1,없음
444,율율,무엇보다 러시아가 피겨에서 금메달 훔치려고  얼마나 뒷에서 개쓰레기 짓을 했는지 알수경기 피겨가 얼마나 정치적인 스포츠인지 알수 있는 에휴 대단한 퀸연아,0,없음
445,윤웅쓰,2022현제 올림픽을 보아도 연아가 얼마나 대단한 선수인지 알수있다 비교할수 없는 선수 ^^,0,없음
446,peter james,그어떤 대회에서도 포디움에 들어가보지도 못한게 올림픽 금메달ㅋㅋㅋㅋㅋ,2,없음
447,Kang Sin,세상사람들이 다알았어요. 피겨 전문가가 이니더라도 금메달이였단걸. 왜? 라시아에서 열렸기때문에.,5,없음
448,김혜원,이날 하루는 모두에게 은메달의 가치가 금메달의 가치를 뛰어넘었다.,0,없음
449,우왕,은이 금보다 가치있는 순간이었던 순간,2,없음
450,전사소년제티,우리나라 사람들 참 착해 해외였으면 저상황에 거리나가서 폭동나고 해당국가 물건 가게 다 때려부시는데.. 아 러시아는 부실 브랜드가 없나,1,없음
451,행복하면 냐옹해,정말 다시 금메달로 돌아온다면 좋겠지만 제가 만약 연아여왕님이라면 저 많은 금들 사이에서 더 빛나고 가장 뜻깊은 은메달이라고 생각 할 것 같아요... 물론 저 형광나방을 옹호하는 건 절대 아니구요,0,없음
452,YONGSEUNG JOO,우리나라도 태권도와 리듬체조에서 소트니코바처럼 그런적이 있었죠. 우리가 당해도 해도 안될일이고 반복되지않게 다른 방법이 필요할것같아요.,0,없음
453,Dragonfly,세상에서 가장 하찮은 금메달과 가장 고귀한 은메달,24,없음
454,헤드헌터TV,우리 연아의 브랜드는 저갓 메달로 평가할수 없습니다.....고생했습니다,0,없음
455,오호혹,저기서 언급된 카타리나선수도 방송에서 진행하는 사람이 진정하라고할정도로 화가났었죠 마지막에도 이건 아니라고할정도로..진짜 역대급 강도질이였던..,1,없음
456,밍민,사실 김연아 선수도 예상하고 있었을 거 같음.. 2013 올림픽 출전권 따는 대회에서도 금메달은 얻었지만 점수가 생각보다 잘 안 나와서;; 소련에서도 분위기가 험악했다하니ㅠ 러시아는 진짜 이번에 징계먹어서 국기도 못 달고 나오던데 그런데도 정신 못 차리면 진짜ㅋㅋ,0,없음
457,김도경,힘으로 모든걸 다해버리네,0,없음
458,씩빵,지금이라도 사과하고 금메달 주인한테 돌려줘라,0,없음
459,DEX,난 예전부터 제일 궁금한 건데 심사위원들 무슨 기준으로 점수 매기고 그 자리에 앉히는 거임?,35,없음
460,시민,국뽕없이 진짜 존나 아름다웠다,0,없음
461,최슬,진짜 금메달 뺏은 건 강도질이다 ㅋㅋㅋㅋㅋㅋ,8,없음
462,A P,소트니코바는 이후로 모두에게 잊혀졌죠... 반면 김연아는 역사에 남았죠,0,없음
463,ᄋᄏᄅ,썸넬 이탈리아 이렐리아로 보고 영상 들어와서 이탈리아인걸 확인후 내가 진정한 롤창이라는걸 확인하였다,0,없음
464,성이름,이미 메달의 색깔따윈 중요치 않은 수준까지 간거지 방구석 추측이지만 저때가 마지막 올림픽이었기 때문에 후련하다 라는 마음이 제일 컸을것 같고 어차피 아무도 러시아 선수를 금메달로 인정하지 않았고 김연아 본인도 그걸 알기때문에 난 떳떳하다는 마음에서 나오는 여유가 아니었을까 ,0,없음
465,달토끼공주츠키,안창림선수 아시안게임보고 다시왔다 안창림선수가 인터뷰에서 지금은 사람들이 알아도 수년지나고나면 남는건 진 기록만 남을텐데...,0,없음
466,김승태,정말 왜저런거지;; 본인들의 명예와 고작 금메달 하나를 바꾸는 나라 당신들의 명예는 고작 그정도 가치입니까?,0,없음
467,맑꾸리,3:32 심판과 포옹 러시아는 평창ㆍ도쿄 전부 러시아로 못나옴 국가적 도핑에 연루돼서... 심판매수도 좀 파보지... 러시아올림픽 미국vs러시아  1ㆍ2위다툼중이었는데 저 금메달로 러시아 1위했음,12,없음
468,오래오오즈,연아의 멘탈이란 정말...월드를 넘어선듯... 저상황에서도 의연해..,0,없음
469,내가 조선의 쥴리다👸,김연아의 쿨함 이것이 대한민국 피겨여왕 김연아지~ 순위보다 중요한건 그녀자신과 세계가 인정한 실력이다 강도질까지 해서 천박하게 순위에 연연하는것 자체가 비교불가수준,0,없음
470,귤로버,러시아선수 결과 알자마자 가족한테 달려가서 기뻐하는거 개빡치네........수치라는걸 모르나? 진짜 러시아 이름에 흑칠되고 오히려 우리나라 이름에 금칠 된 경기이다!,1,없음
471,0힙합과 축구계의 이동진,"나같으면 극대노해서 소리지를거같은데 웃음만 보이네... 진짜 레전더리 그 자체, 레전드레벨이다.",1,없음
472,변재영,유튜브 알고리즘에 선택 받으셨습니다.,0,없음
473,송백찬,여러분이 모르고 있는 사실 하나!!! 푸틴의 검은 파워가 올림픽을 망친것입니다. 누가 뭐래도 김연아는 최고입니다ㅠㅡㅠ,23,없음
474,백도담,저런 식으로 주는 메달색 따윈 관심없어요 김연아 사랑합니다♡,0,없음
475,Tee Tee,자신에게 한점 부끄럽지 않게 모든 열정을 쏟은 사람에겐 저런 엉터리 결과도 종국에는 중요하지 않은 것. 자기 자신에 그리고 세상이 알아주는 승리의 가치를 김연아는 누구보다 더 잘 아는 사람. 십여년이 더 지난 지금도 여왕으로 추앙되는 아름다운 사람.,0,없음
476,인연,"롤드컵에서 패배하여도 페이커가 전설의 미드라이너로 남듯,  김연아도 금메달을 따지 못하여도 전설로 남을 대상이다.",0,없음
477,Anony Mity,"근데 사실상 저건 소트니코바 선수생활 역사상 가장 최대의 업적일거고, 김연아는 그랜드슬램도 달성하고 조져놓은 업적이 하도 많아서 불곰국에서 열린 올림픽정도야 타격1도 없을거고 우스운 수준이지. 김연아는 아마 이 몸이 이렇게 완벽한 퍼포먼스를 선보였는데 감히 친목질이나 하는 심사위원단에겐 괘씸한 생각이 들었을 수도 있겠지만, 소트니코바에 대해선 아마 속으로 대국적인 마인드로 ‘그래 ㅈ만아 그거 받아서 니가 좋음 됐다’ 했을거임. 김연아한텐 그냥 아사다마오 슬라빅버전이었을듯",6,없음
478,박SEN,"소트니코바, 러시아를 제외, 전세계가 분개했다는 것만으로도 이미 김연아가 이긴거임",0,없음
479,아헤르,내가 1등 선수였으면 김연아 금메달 주고 훈훈하게 교과서에 실리겠다,26,없음
480,J,세상에서 가장 더러운 금메달을 받은 형광 나방과 가장 깨끗하고 빛나는 은메달을 받은 우리의 은반 위에 여왕님,0,없음
481,Joe K,러시아가 여자 피겨를 망쳐놨어요!!,8,없음
482,양지현,연느님도 어이없는지 웃네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,없음
483,차아,김연아도 화나지만 4위 선수도 개빡칠 것 같음 ㅋㅋㅋㅋ,170,없음
484,이름없음,2등은 잊혀지고 1등만 기억에 남는다는 법칙을 정면으로 부정한 일.,1,없음
485,Vincent,"이탈리아 해설도 자국선수보다 인정한게 김연아,,,",1,없음
486,한녹빵,연아느님은 한국에 자랑이에요,0,없음
487,우주신,저방송 본사람으로서 연아는 니들이 그럼 그렇지하는 표정 아님 관심 없다 후배들 티켓 챙겨줄려고 나온거니까 이런 표정,42,없음
488,유덕남,왜 김연아가 더 잘했는가 때문에 쇼트종목  점프 발목 토 럿츠등 자세한 규정을 알고보니  이건뭐  정말 상대도 안되는것 이었음..   소트니 코바 점프는 죄다 감점... 피겨선수들  스핀때문에 장이 돌아가는 경우도 생긴다는데.....  열심히 해준 김연아 선수 행복했습니다.,0,없음
489,Junseong (June) Seo,이 판정 한 러시아 위원의 자격박탈을 적극적으로 지지합니다.,0,없음
490,마파람,러시아가 진짜 실수한게 다른건 다 맘대로 해도 김연아는 건들지 말았어야지,0,없음
491,L JS,러시아는 다시한번 소련 때의 권력 명예를 원하고 있고 지금 이추세에서 큰 흔들림이 없다면  향후 100년후엔 충분히 가능하다,0,없음
492,완결,내가 소바였으면 진짜 멋있게 진실폭로하고 금메달 반납했을텐데 ㅋㅋ 세상 사람들이 다 봤잖아 김연아가 어떻게 했는지를. 부끄러움을 모르니 좋다고 받았겠지,1,없음
493,생인,중국 동계올림픽 쇼트트랙보고 빡쳐서 여기까지 옴,10,없음
494,띄르,같이 분노해주어서 감사합니다,1,없음
495,생,대부분의 사람들이 스포츠 경기 감상을 즐기는 이유는 끝까지 어떻게 될지 모른다는 긴장감 같은 것 때문인데 시작도 전에 이미 결과가 정해져 있다면 그걸 더 이상 스포츠라고 부를 수 있나,0,없음
496,우란오탕,피겨 암것도 모르고봤었는데 연아 무대보고 소름끼쳤음. 다른 선수들과는 차원이 다르더라. 근데 은메달 ㅠㅠ 어이없었지,0,없음
497,뱁새미도링,이때 할머니집에 모여서 고모들이랑 고모부들 할머니 엄마아빠 같이 보는데 어른들이 과일먹다 개빡쳤던기억있음진짜..초딩인생중 그렇게 다같이 화냈던거 처음이였다,0,없음
498,박민지,표정관리 잘 하다가 북받쳐서 눈물 닦는거 너무 속상하다%%,0,없음
499,Y,우리 나태한 30대 연금수익자이자 대한민국의 위대한 위인. 김연아 위인께서도 이 영상을 보시려나? 너무예쁘다...,22,없음
500,전주형,이때  개빡쳐서 롤 점마들써버 들어가서 트롤했던거 기억난다,0,없음
501,안녕,더럽게 이기는것보다 아름답게 지는게 더 낫다 이 말이 어울리는데? 아니지 연아킴은 아름답게 이겼고 좆트니코바는 더럽게 진거지,81,없음
502,지성용,그래도 연아양은 대한민국의 챔피언 입니다.,0,없음
503,듕귤,세상 수식어 다 붙여서 칭찬하네 내가 김연아였으면 이거 힘들때마다본다...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,없음
504,용용쓰,"사회주의에서 본인들의 결과를 얻기위해 과정의 명예는 중요하지 않죠.. 막시즘 자체가 과정에서의 물리적 폭력또한 ""어쩔수 없다""  라고 하니... 현재의 중국 러시아 ,  과거 동독 등등. 그 결과를 위해 선수에게 행한 것들이 어땠는지 보면 알수있죠...",0,없음
